,dest_type,name,lon,lat
238,medical_clinic,Pain Relief Abrah's Chiropratic,-122.3555014634647,47.68602968280326
239,medical_clinic,Pediatric Speech and Language Therapy,-122.3322204931741,47.66123368054015
240,medical_clinic,Pike Market Medical Clinic,-122.34280800363,47.61065328435265
241,medical_clinic,Pioneer Square Clinic,-122.3300362080982,47.60056068348176
242,medical_clinic,Planned Parenthood,-122.3335661815629,47.70849557821829
243,medical_clinic,Planned Parenthood,-122.3172060945254,47.6656323786604
244,medical_clinic,Planned Parenthood,-122.3430352148234,47.70526355142869
245,medical_clinic,Planned Parenthood,-122.305116964066,47.61737019086556
246,medical_clinic,Queen Anne Eye Clinic,-122.3559118498306,47.63854942532928
247,medical_clinic,Radiance Women's Wellness,-122.2709853613858,47.56375735395113
248,medical_clinic,Rof Medical Center,-122.3136014109959,47.59947198173708
249,medical_clinic,Sea Mar Community Health Centers,-122.3535299245903,47.51580389051519
250,medical_clinic,Seattle Cancer Care Alliance,-122.3297570529349,47.62643781209278
251,medical_clinic,Seattle Indian Health Board,-122.3180219038523,47.59711113434585
252,medical_clinic,Seattle Surgery Center,-122.325538206932,47.60843458257495
253,medical_clinic,Shorewood Medical Clinic,-122.3497583822369,47.48622094166403
254,medical_clinic,Sound Mental Health,-122.311064121741,47.61891329343687
255,medical_clinic,Southwest Chiropractic Clinic,-122.3546894772162,47.50400139126442
256,medical_clinic,Sports Medicine Center,-122.3020011008634,47.6494400778393
257,medical_clinic,St. Paul's Medical Clinic,-122.3261594093298,47.5980168831904
258,medical_clinic,Swedish Greenlake Primary Care,-122.3171664487784,47.68121368584037
259,medical_clinic,The Dermatology Clinic,-122.2341646269337,47.5862221737312
260,medical_clinic,The Lice Clinic,-122.3555065831607,47.6872868817382
261,medical_clinic,The Polyclinic,-122.3213223726354,47.61249100989945
262,medical_clinic,The Polyclinic Madison Center,-122.3289439176605,47.60728820300864
263,medical_clinic,The Polyclinic Northwest Pediatric,-122.3127904066768,47.71355924566809
264,medical_clinic,UW Medicine Ballard,-122.3751693857403,47.6635027851408
265,medical_clinic,UW Medicine Belltown Clinic,-122.3482603016142,47.61541138470128
266,medical_clinic,UW Medicine Northgate Clinic,-122.3251100843191,47.70270387759036
267,medical_clinic,UW Neighborhood Ravenna Clinic,-122.3016892971675,47.66500987698838
268,medical_clinic,University of Washington Roosevelt Medical Center,-122.3183302340581,47.65851518415672
269,medical_clinic,Vera Whole Health,-122.3370012028579,47.61775208334323
270,medical_clinic,Virginia Mason University Village Medical Center,-122.2981867985405,47.66164337678022
271,medical_clinic,Washington Care Center,-122.295547820496,47.57189348121126
272,medical_clinic,West Seattle Women’s Health and Midwifery,-122.3884439083865,47.56027179199853
273,medical_clinic,ZoomCare,-122.3572563951442,47.63634788459206
274,medical_clinic,ZoomCare,-122.3129130959736,47.66248027835388
275,medical_clinic,ZoomCare,-122.3337898052669,47.6098583834052
276,medical_clinic,ZoomCare,-122.3210426049931,47.61952338149947
277,medical_clinic,ZoomCare,-122.3423516914118,47.6618017816235
278,medical_clinic,ZoomCare,-122.3838050830683,47.66885138581095
279,medical_clinic,ZoomCare,-122.3771205911105,47.6398853865883
280,medical_clinic,ZoomCare,-122.3211030039215,47.62394718127385
281,medical_clinic,ZoomCare,-122.3459666023202,47.61400168452354
282,medical_clinic,ZoomCare,-122.3502540930385,47.64977468312064
